"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"NC_003310.1",196858,13806,92,0.07372349,0.121694,"Monkeypox virus Zaire-96-I-16, complete genome",10244,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Monkeypox virus","unclassified Monkeypox virus subspecies/strain","unclassified Monkeypox virus strain","NGS_5T",3840310
"AY484669.1",197731,753,4,0.0038110951,0.00526767,"Rabbitpox virus, complete genome",32606,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Vaccinia virus","Rabbitpox virus","Rabbitpox virus","NGS_5T",3840310
"NC_012564.1",5242,150,1,0.029457973,0.0496749,"Human bocavirus 3, complete genome",638313,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 1","Human bocavirus 3","Human bocavirus 3","NGS_5T",3840310
"KY316160.1",34169,1366,10,0.04685617,0.0762082,"Human adenovirus 41 isolate SH/2015/D16, complete genome",10524,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus F","Human adenovirus 41","Human adenovirus 41","NGS_5T",3840310
"AB111966.1",9060,268,15,0.2885522,0.431119,"Bovine viral diarrhea virus 190cp gene for poryprotein, partai cds, strain: 190cp",233888,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 190cp","Bovine viral diarrhea virus 190cp","NGS_5T",3840310
"AC090446.27",170275,220,3,0.0065657604,0.0045878,"Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces",153301,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Papiine betaherpesvirus 3","Baboon cytomegalovirus OCOM4-37","Baboon cytomegalovirus OCOM4-37","NGS_5T",3840310
"AF033808.1",9392,146,10,0.15559402,0.277253,"Rous sarcoma virus, complete genome",11886,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Rous sarcoma virus","unclassified Rous sarcoma virus subspecies/strain","unclassified Rous sarcoma virus strain","NGS_5T",3840310
"AF033812.1",5894,279,22,0.52907383,0.971955,"Abelson murine leukemia virus, complete genome",11788,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Abelson murine leukemia virus","unclassified Abelson murine leukemia virus subspecies/strain","unclassified Abelson murine leukemia virus strain","NGS_5T",3840310
"AF033815.1",8557,320,10,0.29273224,0.304307,"Mason-Pfizer monkey virus, complete genome",11855,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Mason-Pfizer monkey virus","unclassified Mason-Pfizer monkey virus subspecies/strain","unclassified Mason-Pfizer monkey virus strain","NGS_5T",3840310
"AF043303.1",4679,597,4,0.13181718,0.222608,"Adeno-associated virus 2, complete genome",10804,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","adeno-associated virus 2","adeno-associated virus 2","NGS_5T",3840310
"AF126467.1",8105,514,286,5.2392206,9.18854,"Simian retrovirus 2, complete genome",39068,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Mason-Pfizer monkey virus","Simian retrovirus 2","Simian retrovirus 2","NGS_5T",3840310
"AF134511.1",2121,147,17,0.8970066,2.08709,"Kadipiro virus segment 4 VP4 gene, complete cds",104580,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Seadornavirus","Kadipiro virus","unclassified Kadipiro virus subspecies/strain","unclassified Kadipiro virus strain","NGS_5T",3840310
"AF406966.1",5610,1184,427,10.887729,19.8198,"Bovine parvovirus 2 putative non-structural protein and putative capsid protein genes, complete cds",172296,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 1","Bovine parvovirus - 2","Bovine parvovirus - 2","NGS_5T",3840310
"AX344110.1",5234,150,1,0.029504327,0.0497508,"Sequence 65 from Patent WO0200924",185639,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Scindoambidensovirus","Orthopteran scindoambidensovirus 1","Acheta domestica densovirus","Acheta domestica densovirus","NGS_5T",3840310
"AY037928.1",9472,3930,99,1.5551383,2.72162,"Human endogenous retrovirus K113 complete genome",166122,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unclassified Retroviridae genus","Human endogenous retrovirus K","Human endogenous retrovirus K113","Human endogenous retrovirus K113","NGS_5T",3840310
"D10032.1",8507,4744,16636,297.0712,509.221,"Baboon endogenous virus strain M7 proviral DNA, complete genome",11764,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Baboon endogenous virus","Baboon endogenous virus strain M7","Baboon endogenous virus strain M7","NGS_5T",3840310
"EF059923.1",2359,300,2,0.13580805,0.220768,"Human rotavirus G9 strain CAU 202 VP4 gene, complete cds",42567,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Rotavirus G9","Rotavirus G9","NGS_5T",3840310
"EU030001.1",8406,315,2,0.15600775,0.0619547,"RD114 retrovirus isolate SC3C, complete genome",11834,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","RD114 retrovirus","unclassified RD114 retrovirus subspecies/strain","unclassified RD114 retrovirus strain","NGS_5T",3840310
"FJ810126.1",5759,300,2,0.049206633,0.0904309,"Culex pipiens densovirus, complete genome",185638,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoambidensovirus","Dipteran protoambidensovirus 1","Culex pipiens densovirus","Culex pipiens densovirus","NGS_5T",3840310
"FJ973560.1",4958,288,2,0.059900165,0.105041,"Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome",1511881,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 2","Human bocavirus 2b NI","Human bocavirus 2b NI","NGS_5T",3840310
"FN824512.2",45480,144,0,0.050275754,0,"Pigeon adenovirus 1 complete genome, strain IDA4",764030,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Pigeon aviadenovirus A","Pigeon adenovirus 1","Pigeon adenovirus 1","NGS_5T",3840310
"GU452720.1",3893,150,1,0.040074807,0.0668882,"Mosquito densovirus BR/07, complete genome",945962,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Brevidensovirus","Mosquito densovirus BR/07","unclassified Mosquito densovirus BR/07 subspecies/strain","unclassified Mosquito densovirus BR/07 strain","NGS_5T",3840310
"HM746600.1",20128,116,22,0.12774052,0.284614,"Cavally virus isolate C79, complete genome",1041929,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Mesoniviridae","Alphamesonivirus","Alphamesonivirus 1","Cavally virus","Cavally virus","NGS_5T",3840310
"HQ625441.1",7724,150,1,0.019804595,0.0337125,"Rattus norvegicus papillomavirus 2, complete genome",1036965,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Iotapapillomavirus","Iotapapillomavirus 1","Rattus norvegicus papillomavirus 2","Rattus norvegicus papillomavirus 2","NGS_5T",3840310
"J02226.1",5130,542,5,0.14779116,0.253797,"JC virus complete genome",10632,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus secuhominis","JC polyomavirus","JC polyomavirus","NGS_5T",3840310
"JF304767.1",7664,118,10,3.0023956,0.339765,"Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome",990306,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Dyoomikronpapillomavirus","Dyoomikronpapillomavirus 1","Saimiri sciureus papillomavirus 3","Saimiri sciureus papillomavirus 3","NGS_5T",3840310
"JX195078.1",1356,150,1,0.12437811,0.192032,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 6, complete sequence",1307163,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8","Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8","NGS_5T",3840310
"KC617868.1",3780,3780,7030,277.11624,484.281,"Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds",1341019,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","unclassified Parvoviridae genus","Parvovirus NIH-CQV","unclassified Parvovirus NIH-CQV subspecies/strain","unclassified Parvovirus NIH-CQV strain","NGS_5T",3840310
"KC782514.2",1566,207,1,0.105932206,0.166281,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP1 (NSP1) gene, complete cds",1349389,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Rotavirus A human-wt/USA/LB1562/2010/G9P4","Rotavirus A human-wt/USA/LB1562/2010/G9P4","NGS_5T",3840310
"KC782515.2",1059,150,1,0.1650165,0.245888,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP2 (NSP2) gene, complete cds",1349389,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Rotavirus A human-wt/USA/LB1562/2010/G9P4","Rotavirus A human-wt/USA/LB1562/2010/G9P4","NGS_5T",3840310
"KC782520.2",2687,150,1,0.05912495,0.0969094,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 VP2 (VP2) gene, complete cds",1349389,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Rotavirus A human-wt/USA/LB1562/2010/G9P4","Rotavirus A human-wt/USA/LB1562/2010/G9P4","NGS_5T",3840310
"KF039910.1",6792,150,1,0.02258356,0.0383386,"Human astrovirus 2 isolate Rus-Nsc05-430, complete genome",12701,"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 1","Human astrovirus 2","Human astrovirus 2","NGS_5T",3840310
"KF703446.1",127320,288,0,0.009129512,0,"Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome",111469,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Macacine gammaherpesvirus 8","Retroperitoneal fibromatosis-associated herpesvirus","Retroperitoneal fibromatosis-associated herpesvirus","NGS_5T",3840310
"KJ541759.1",33452,185,13,0.070386164,0.101194,"Ball python nidovirus strain 07-53, complete genome",1986118,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Ball python nidovirus 1","unclassified Ball python nidovirus 1 subspecies/strain","unclassified Ball python nidovirus 1 strain","NGS_5T",3840310
"KM269482.1",7875,182,10,0.32569578,0.330661,"Encephalomyocarditis virus strain ATCC VR-129B, complete genome",12104,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Cardiovirus","Cardiovirus A","Encephalomyocarditis virus","Encephalomyocarditis virus","NGS_5T",3840310
"KT149397.1",2985,1567,477,24.168606,41.611,"Circovirus-like genome DCCV-4, complete genome",1788444,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Circovirus-like genome DCCV-4","unclassified Circovirus-like genome DCCV-4 subspecies/strain","unclassified Circovirus-like genome DCCV-4 strain","NGS_5T",3840310
"KT149406.1",2433,2429,948,60.565044,101.461,"Circovirus-like genome DCCV-13, complete genome",1788441,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Circovirus-like genome DCCV-13","unclassified Circovirus-like genome DCCV-13 subspecies/strain","unclassified Circovirus-like genome DCCV-13 strain","NGS_5T",3840310
"KU172423.1",5254,686,290,8.519397,14.3728,"Bovine hokovirus 2 strain bovine hokovirus 2 strain BS-S13 nonstructural protein (NS1), minor capsid protein (VP1), and major capsid protein (VP2) genes, complete cds",1096141,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Tetraparvovirus","Ungulate tetraparvovirus 1","Bovine hokovirus 2","Bovine hokovirus 2","NGS_5T",3840310
"KU351741.1",137448,206,3,0.06531049,0.00568351,"Macaca nemestrina herpesvirus 7, complete genome",1846169,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Macacine betaherpesvirus 9","Macaca nemestrina herpesvirus 7","Macaca nemestrina herpesvirus 7","NGS_5T",3840310
"KU605777.1",8126,175,71,1.298019,2.27518,"Simian retrovirus 8 strain SRV8/SUZ/2012, complete genome",1904439,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Simian retrovirus 8","unclassified Simian retrovirus 8 subspecies/strain","unclassified Simian retrovirus 8 strain","NGS_5T",3840310
"KU727766.1",5166,300,2,0.059808612,0.100811,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","unclassified Parvoviridae genus","Parus major densovirus","unclassified Parus major densovirus subspecies/strain","unclassified Parus major densovirus strain","NGS_5T",3840310
"KU936049.1",137452,1896,380,0.81730783,0.71989,"Bubaline alphaherpesvirus 1 strain b6, complete genome",202910,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bubaline alphaherpesvirus 1","unclassified Bubaline alphaherpesvirus 1 subspecies/strain","unclassified Bubaline alphaherpesvirus 1 strain","NGS_5T",3840310
"KY019139.2",5371,193,6,0.21930665,0.290891,"Bosavirus MS-2016a, complete genome",1917013,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 5","Bosavirus MS-2016a","Bosavirus MS-2016a","NGS_5T",3840310
"KY040274.1",192183,220,0,0.022933558,0,"Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome",10281,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus","Molluscum contagiosum virus subtype 2","Molluscum contagiosum virus subtype 2","NGS_5T",3840310
"KY040275.1",188253,521,1,0.071535274,0.00138322,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus","Molluscum contagiosum virus subtype 1","Molluscum contagiosum virus subtype 1","NGS_5T",3840310
"KY215944.1",135301,358,3,0.04036226,0.0057737,"Bovine alphaherpesvirus 1 isolate 216 II, complete genome",10320,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bovine alphaherpesvirus 1","unclassified Bovine alphaherpesvirus 1 subspecies/strain","unclassified Bovine alphaherpesvirus 1 strain","NGS_5T",3840310
"KY354239.1",9126,150,1,0.009692513,0.0285334,"Apis dicistrovirus isolate AWD-1151 nonstructural polyprotein and structural polyprotein genes, complete cds",1983569,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Dicistroviridae","unclassified Dicistroviridae genus","Apis dicistrovirus","unclassified Apis dicistrovirus subspecies/strain","unclassified Apis dicistrovirus strain","NGS_5T",3840310
"KY385637.1",147346,142,0,0.0014742248,0,"Ateline alphaherpesvirus 1 isolate Lennette, complete genome",35243,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Ateline alphaherpesvirus 1","unclassified Ateline alphaherpesvirus 1 subspecies/strain","unclassified Ateline alphaherpesvirus 1 strain","NGS_5T",3840310
"KY490071.1",235397,150,1,0.0006376277,0.0011062,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Human betaherpesvirus 5","unclassified Human betaherpesvirus 5 subspecies/strain","unclassified Human betaherpesvirus 5 strain","NGS_5T",3840310
"KY549446.1",137712,503,0,0.0150623,0,"Bovine alphaherpesvirus 5 strain ISO 97/45, complete genome",35244,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bovine alphaherpesvirus 5","unclassified Bovine alphaherpesvirus 5 subspecies/strain","unclassified Bovine alphaherpesvirus 5 strain","NGS_5T",3840310
"KY628971.1",155462,107,0,0.008853147,0,"Macacine alphaherpesvirus 1 isolate 12930, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_5T",3840310
"KY705374.1",7480,185,41,0.83765346,1.4273,"Bovine papillomavirus isolate NY-8385, complete genome",10571,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","unclassified Papillomaviridae genus","Bovine papillomavirus","unclassified Bovine papillomavirus subspecies/strain","unclassified Bovine papillomavirus strain","NGS_5T",3840310
"LT594108.1",151216,312,2,0.002230813,0.00344402,"Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite",10298,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 1","unclassified Human alphaherpesvirus 1 subspecies/strain","unclassified Human alphaherpesvirus 1 strain","NGS_5T",3840310
"LT797627.1",138912,450,3,0.0032429628,0.00562361,"Human herpesvirus 2 isolate 1 genome assembly, complete genome: monopartite",10310,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 2","unclassified Human alphaherpesvirus 2 subspecies/strain","unclassified Human alphaherpesvirus 2 strain","NGS_5T",3840310
"MF118167.1",3925,879,14,0.5483444,0.9288,"Human fecal virus Jorvi2, complete genome",2017081,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Human fecal virus Jorvi2","unclassified Human fecal virus Jorvi2 subspecies/strain","unclassified Human fecal virus Jorvi2 strain","NGS_5T",3840310
"MG972981.1",5759,390,930,21.172224,42.0503,"Ungulate copiparvovirus 1 strain QQHE16, complete genome",1511889,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 1","unclassified Ungulate copiparvovirus 1 subspecies/strain","unclassified Ungulate copiparvovirus 1 strain","NGS_5T",3840310
"MH036942.1",138199,482,0,0.017964635,0,"Cervid alphaherpesvirus 1 strain Anlier, complete genome",79891,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Cervid alphaherpesvirus 1","unclassified Cervid alphaherpesvirus 1 subspecies/strain","unclassified Cervid alphaherpesvirus 1 strain","NGS_5T",3840310
"MH036943.1",142633,647,0,0.059810646,0,"Cervid alphaherpesvirus 2 strain Norway, complete genome",365327,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Cervid alphaherpesvirus 2","unclassified Cervid alphaherpesvirus 2 subspecies/strain","unclassified Cervid alphaherpesvirus 2 strain","NGS_5T",3840310
"MH698402.1",162076,1189,118,0.10273829,0.189582,"Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome",32604,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6B","unclassified Human betaherpesvirus 6B subspecies/strain","unclassified Human betaherpesvirus 6B strain","NGS_5T",3840310
"MN205539.1",137429,177,0,0.032270048,0,"UNVERIFIED: Human gammaherpesvirus 8 strain BCBL-1, complete genome",37296,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Human gammaherpesvirus 8","unclassified Human gammaherpesvirus 8 subspecies/strain","unclassified Human gammaherpesvirus 8 strain","NGS_5T",3840310
"NC_001491.2",150224,214,11,0.004477791,0.0190672,"Equid herpesvirus 1, complete genome",10326,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Equid alphaherpesvirus 1","unclassified Equid alphaherpesvirus 1 subspecies/strain","unclassified Equid alphaherpesvirus 1 strain","NGS_5T",3840310
"NC_001664.4",159378,804,90,0.07327229,0.147044,"Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102",32603,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6A","unclassified Human betaherpesvirus 6A subspecies/strain","unclassified Human betaherpesvirus 6A strain","NGS_5T",3840310
"NC_001716.2",153080,633,11,0.0059831296,0.0187115,"Human herpesvirus 7, complete genome",10372,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 7","unclassified Human betaherpesvirus 7 subspecies/strain","unclassified Human betaherpesvirus 7 strain","NGS_5T",3840310
"NC_001987.1",108409,121,0,0.0011915868,0,"Ateline herpesvirus 3 complete genome",85618,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Ateline gammaherpesvirus 3","unclassified Ateline gammaherpesvirus 3 subspecies/strain","unclassified Ateline gammaherpesvirus 3 strain","NGS_5T",3840310
"NC_002665.1",108873,1065,160,0.21311039,0.382678,"Bovine herpesvirus 4 long unique region, complete sequence",10385,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Bovine gammaherpesvirus 4","unclassified Bovine gammaherpesvirus 4 subspecies/strain","unclassified Bovine gammaherpesvirus 4 strain","NGS_5T",3840310
"NC_006151.1",143461,338,0,0.020124067,0,"Suid herpesvirus 1, complete genome",10345,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Suid alphaherpesvirus 1","unclassified Suid alphaherpesvirus 1 subspecies/strain","unclassified Suid alphaherpesvirus 1 strain","NGS_5T",3840310
"NC_006560.1",150715,537,10,0.062212333,0.0172774,"Cercopithecine herpesvirus 2, complete genome",10317,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Cercopithecine alphaherpesvirus 2","unclassified Cercopithecine alphaherpesvirus 2 subspecies/strain","unclassified Cercopithecine alphaherpesvirus 2 strain","NGS_5T",3840310
"NC_007653.1",156487,417,1,0.004304803,0.00166401,"Papiine herpesvirus 2, complete genome",340907,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Papiine alphaherpesvirus 2","unclassified Papiine alphaherpesvirus 2 subspecies/strain","unclassified Papiine alphaherpesvirus 2 strain","NGS_5T",3840310
"NC_009334.1",172764,426,3,0.0024679343,0.0045217,"Human herpesvirus 4, complete genome",12509,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Lymphocryptovirus","Human gammaherpesvirus 4","Human herpesvirus 4 type 2","Human herpesvirus 4 type 2","NGS_5T",3840310
"NC_012783.2",226205,128,3,0.016942779,0.00345345,"Cercopithecine herpesvirus 5 strain 2715, complete genome",50292,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Cercopithecine betaherpesvirus 5","unclassified Cercopithecine betaherpesvirus 5 subspecies/strain","unclassified Cercopithecine betaherpesvirus 5 strain","NGS_5T",3840310
"NC_014567.1",156742,786,8,0.123754725,0.0132904,"Saimiriine herpesvirus 1, complete genome",10353,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Saimiriine alphaherpesvirus 1","unclassified Saimiriine alphaherpesvirus 1 subspecies/strain","unclassified Saimiriine alphaherpesvirus 1 strain","NGS_5T",3840310
"NC_023677.1",153158,181,4,0.48602033,0.00680071,"Chimpanzee alpha-1 herpesvirus strain 105640, complete genome",332937,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Panine alphaherpesvirus 3","Chimpanzee herpesvirus strain 105640","Chimpanzee herpesvirus strain 105640","NGS_5T",3840310
"NC_024771.1",151601,232,25,0.021175165,0.042941,"Equid herpesvirus 3 strain AR/2007/C3A, complete genome",80341,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Equid alphaherpesvirus 3","unclassified Equid alphaherpesvirus 3 subspecies/strain","unclassified Equid alphaherpesvirus 3 strain","NGS_5T",3840310
"U89790.1",4767,150,31,1.006931,1.69336,"Adeno-associated virus 4, complete genome",57579,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","Adeno-associated virus - 4","Adeno-associated virus - 4","NGS_5T",3840310
"V01108.1",5153,512,4,0.11992804,0.202131,"Human BK virus (strain Dunlop) genome. (Closely related to SV40.)",1891762,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis","unclassified Betapolyomavirus hominis subspecies/strain","unclassified Betapolyomavirus hominis strain","NGS_5T",3840310
"V01201.1",5779,206,8,0.46597975,0.360472,"Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol)",11970,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Woolly monkey sarcoma virus","unclassified Woolly monkey sarcoma virus subspecies/strain","unclassified Woolly monkey sarcoma virus strain","NGS_5T",3840310
"Z25771.1",6813,444,3,0.05538046,0.114661,"Human astrovirus type 1 genes for capsid protein and nonstructural protein",12456,"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 1","Human astrovirus 1","Human astrovirus 1","NGS_5T",3840310
"D00835.1",11443,316,4,0.056849375,0.0910236,"Human immunodeficiency virus 2 proviral DNA, complete genome",11709,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 2","unclassified Human immunodeficiency virus 2 subspecies/strain","unclassified Human immunodeficiency virus 2 strain","NGS_5T",3840310
"OM460002.1",220276,683,4,0.0041794246,0.00472853,"Cowpox virus isolate No-H2, complete genome",10243,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus","unclassified Cowpox virus subspecies/strain","unclassified Cowpox virus strain","NGS_5T",3840310
"GQ329670.1",145289,250,1,0.20776635,0.00179226,"Pseudocowpox virus strain VR634, complete genome",129726,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus","Pseudocowpox virus","unclassified Pseudocowpox virus subspecies/strain","unclassified Pseudocowpox virus strain","NGS_5T",3840310
"LT907991.1",12681,301,5,0.04740244,0.102672,"Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite",11099,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1","Bovine viral diarrhea virus 1","NGS_5T",3840310
