"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"HM145750.1",4944,1517,31,0.8794326,0.245803,"Bocavirus gorilla/GBoV1/2009, complete genome",864686,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 1","Bocavirus gorilla/GBoV1/2009","Bocavirus gorilla/GBoV1/2009","QCMD3_Q3",25509167
"HQ388348.2",5666,1890,21,0.5273749,0.145294,"Brassica yellows virus isolate BrYV-ABJ, complete genome",1046403,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Turnip yellows virus","Brassica yellows virus","Brassica yellows virus","QCMD3_Q3",25509167
"HQ913600.1",36838,217,1,0.006923245,0.00106416,"Titi monkey adenovirus ECC-2011, complete genome",994672,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Platyrrhini mastadenovirus A","Titi monkey adenovirus ECC-2011","Titi monkey adenovirus ECC-2011","QCMD3_Q3",25509167
"J02207.1",997,138,5,0.7756789,0.196598,"harvey murine sarcoma virus p21 v-has protein gene",11807,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Harvey murine sarcoma virus","unclassified Harvey murine sarcoma virus subspecies/strain","unclassified Harvey murine sarcoma virus strain","QCMD3_Q3",25509167
"JF304767.1",7664,118,287,8.490551,1.46801,"Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome",990306,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Dyoomikronpapillomavirus","Dyoomikronpapillomavirus 1","Saimiri sciureus papillomavirus 3","Saimiri sciureus papillomavirus 3","QCMD3_Q3",25509167
"JN254802.1",36711,16299,570,2.2425535,0.608671,"Chimpanzee adenovirus Y25, complete genome",1123958,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus E","Chimpanzee adenovirus Y25","Chimpanzee adenovirus Y25","QCMD3_Q3",25509167
"JN880454.1",35578,162,0,0.0045726546,0,"Simian adenovirus A1312, complete genome",1159192,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Simian adenovirus B","Simian adenovirus A1312","Simian adenovirus A1312","QCMD3_Q3",25509167
"JX027296.1",4822,287,2,0.061429795,0.0162595,"Primate protoparvovirus 1 strain BF.86 NS1, putative VP1, hypothetical protein, and VP2 genes, complete cds",1511907,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Primate protoparvovirus 1","unclassified Primate protoparvovirus 1 subspecies/strain","unclassified Primate protoparvovirus 1 strain","QCMD3_Q3",25509167
"JX297512.1",11640,150,1,0.01305483,0.00336783,"Bovine viral diarrhea virus type 1b isolate 10270 polyprotein gene, complete cds",981676,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1b","Bovine viral diarrhea virus 1b","QCMD3_Q3",25509167
"JX896321.1",5805,1259,14,0.36976126,0.094543,"Porcine parvovirus 5 isolate IA469 clone 1, complete genome",1241957,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Porcine parvovirus 5","unclassified Porcine parvovirus 5 subspecies/strain","unclassified Porcine parvovirus 5 strain","QCMD3_Q3",25509167
"KC617868.1",3780,251,66,2.5358126,0.684472,"Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds",1341019,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","unclassified Parvoviridae genus","Parvovirus NIH-CQV","unclassified Parvovirus NIH-CQV subspecies/strain","unclassified Parvovirus NIH-CQV strain","QCMD3_Q3",25509167
"KC802221.1",15696,9850,103,1.0091985,0.257248,"Phocine distemper virus strain PDV/Wadden_Sea.NLD/1988, complete genome",11240,"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Phocine morbillivirus","unclassified Phocine morbillivirus subspecies/strain","unclassified Phocine morbillivirus strain","QCMD3_Q3",25509167
"KF006399.1",7203,144,14,0.28115696,0.0761936,"Human papillomavirus type 172, complete genome",1434987,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Gammapapillomavirus","Gammapapillomavirus 22","Human papillomavirus 172","Human papillomavirus 172","QCMD3_Q3",25509167
"KF360047.1",34163,32268,1590,6.9777436,1.8245,"UNVERIFIED: Simian adenovirus ch1 isolate SAdV-ch1 genomic sequence",1509400,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus A","Simian adenovirus ch1","Simian adenovirus ch1","QCMD3_Q3",25509167
"KF703446.1",127320,1057,1022,1.3309429,0.314672,"Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome",111469,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Macacine gammaherpesvirus 8","Retroperitoneal fibromatosis-associated herpesvirus","Retroperitoneal fibromatosis-associated herpesvirus","QCMD3_Q3",25509167
"KJ541759.1",33452,184,34,0.24518047,0.0398438,"Ball python nidovirus strain 07-53, complete genome",1986118,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Ball python nidovirus 1","unclassified Ball python nidovirus 1 subspecies/strain","unclassified Ball python nidovirus 1 strain","QCMD3_Q3",25509167
"KM269482.1",7875,177,6,0.21372168,0.0298679,"Encephalomyocarditis virus strain ATCC VR-129B, complete genome",12104,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Cardiovirus","Cardiovirus A","Encephalomyocarditis virus","Encephalomyocarditis virus","QCMD3_Q3",25509167
"KM972720.1",4467,117,20,0.18369238,0.175516,"Tete virus strain SaAn 3518 glycoprotein precursor, gene, complete cds",35319,"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Tete orthobunyavirus","unclassified Tete orthobunyavirus subspecies/strain","unclassified Tete orthobunyavirus strain","QCMD3_Q3",25509167
"KP175580.1",10485,113,42,0.45563617,0.157031,"Desmodus rotundus endogenous retrovirus isolate 824, complete genome",1622024,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Desmodus rotundus endogenous retrovirus","unclassified Desmodus rotundus endogenous retrovirus subspecies/strain","unclassified Desmodus rotundus endogenous retrovirus strain","QCMD3_Q3",25509167
"KP289357.1",7398,321,6,0.15452538,0.0317937,"Coxsackievirus A2 isolate CV-A2/P14/2013/China, complete genome",33757,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A","Coxsackievirus A2","Coxsackievirus A2","QCMD3_Q3",25509167
"KP329566.1",35670,264,2,0.00838964,0.00219801,"Simian adenovirus 17 strain B-105, complete genome",1715779,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Simian mastadenovirus F","Simian adenovirus 17","Simian adenovirus 17","QCMD3_Q3",25509167
"KR135164.1",43842,177,105,0.62340933,0.0938864,"Duck adenovirus 2 strain CH-GD-12-2014, complete genome",1520006,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Duck aviadenovirus B","Duck adenovirus 2","Duck adenovirus 2","QCMD3_Q3",25509167
"KT149397.1",2985,2342,1435,73.52346,18.8457,"Circovirus-like genome DCCV-4, complete genome",1788444,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Circovirus-like genome DCCV-4","unclassified Circovirus-like genome DCCV-4 subspecies/strain","unclassified Circovirus-like genome DCCV-4 strain","QCMD3_Q3",25509167
"KT149406.1",2433,1271,412,24.761717,6.63833,"Circovirus-like genome DCCV-13, complete genome",1788441,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Circovirus-like genome DCCV-13","unclassified Circovirus-like genome DCCV-13 subspecies/strain","unclassified Circovirus-like genome DCCV-13 strain","QCMD3_Q3",25509167
"KT965075.1",4281,150,1,0.03631082,0.00915711,"Protoparvovirus Zsana/2013/HUN non-structural protein gene, partial cds; putative middle protein gene, complete cds; and structural protein-like gene, partial sequence",1755694,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Ungulate protoparvovirus 2","Protoparvovirus Zsana/2013/HUN","Protoparvovirus Zsana/2013/HUN","QCMD3_Q3",25509167
"KU172423.1",5254,1714,1696,42.678486,12.6543,"Bovine hokovirus 2 strain bovine hokovirus 2 strain BS-S13 nonstructural protein (NS1), minor capsid protein (VP1), and major capsid protein (VP2) genes, complete cds",1096141,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Tetraparvovirus","Ungulate tetraparvovirus 1","Bovine hokovirus 2","Bovine hokovirus 2","QCMD3_Q3",25509167
"KU315178.1",5813,337,7,0.17729118,0.0472065,"Pepo aphid-borne yellows virus isolate RSA BB Marrow, complete genome",1462681,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Pepo aphid-borne yellows virus","unclassified Pepo aphid-borne yellows virus subspecies/strain","unclassified Pepo aphid-borne yellows virus strain","QCMD3_Q3",25509167
"KU351741.1",137448,284,1,0.20591706,0.00028521,"Macaca nemestrina herpesvirus 7, complete genome",1846169,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Macacine betaherpesvirus 9","Macaca nemestrina herpesvirus 7","Macaca nemestrina herpesvirus 7","QCMD3_Q3",25509167
"KU605777.1",8126,710,625,11.133024,3.01514,"Simian retrovirus 8 strain SRV8/SUZ/2012, complete genome",1904439,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Simian retrovirus 8","unclassified Simian retrovirus 8 subspecies/strain","unclassified Simian retrovirus 8 strain","QCMD3_Q3",25509167
"KU749309.1",203453,15864,65,0.94827425,0.0125243,"Raccoonpox virus strain 85A, complete genome",10256,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Raccoonpox virus","unclassified Raccoonpox virus subspecies/strain","unclassified Raccoonpox virus strain","QCMD3_Q3",25509167
"KU749310.1",222832,16613,310,1.5917586,0.0545366,"Skunkpox virus strain WA, complete genome",160796,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Skunkpox virus","unclassified Skunkpox virus subspecies/strain","unclassified Skunkpox virus strain","QCMD3_Q3",25509167
"KU749311.1",217124,13744,348,1.1598349,0.0628312,"Volepox virus strain CA, complete genome",28874,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Volepox virus","unclassified Volepox virus subspecies/strain","unclassified Volepox virus strain","QCMD3_Q3",25509167
"KU936049.1",137452,2246,154,1.6614106,0.0439211,"Bubaline alphaherpesvirus 1 strain b6, complete genome",202910,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bubaline alphaherpesvirus 1","unclassified Bubaline alphaherpesvirus 1 subspecies/strain","unclassified Bubaline alphaherpesvirus 1 strain","QCMD3_Q3",25509167
"KU976877.1",2342,150,1,0.068430655,0.0167385,"Influenza A virus (A/swine/Mexico/AVX49/2013(H1N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",1820574,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Mexico/AVX49/2013(H1N2))","Influenza A virus (A/swine/Mexico/AVX49/2013(H1N2))","QCMD3_Q3",25509167
"KY019139.2",5371,218,113,3.2465045,0.824759,"Bosavirus MS-2016a, complete genome",1917013,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 5","Bosavirus MS-2016a","Bosavirus MS-2016a","QCMD3_Q3",25509167
"KY040274.1",192183,306,33,0.019882,0.00673136,"Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome",10281,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus","Molluscum contagiosum virus subtype 2","Molluscum contagiosum virus subtype 2","QCMD3_Q3",25509167
"KY040275.1",188253,798,1,0.062487043,0.000208239,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus","Molluscum contagiosum virus subtype 1","Molluscum contagiosum virus subtype 1","QCMD3_Q3",25509167
"KY215944.1",135301,1117,1679,2.044491,0.486467,"Bovine alphaherpesvirus 1 isolate 216 II, complete genome",10320,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bovine alphaherpesvirus 1","unclassified Bovine alphaherpesvirus 1 subspecies/strain","unclassified Bovine alphaherpesvirus 1 strain","QCMD3_Q3",25509167
"KY385637.1",147346,524,0,0.04579608,0,"Ateline alphaherpesvirus 1 isolate Lennette, complete genome",35243,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Ateline alphaherpesvirus 1","unclassified Ateline alphaherpesvirus 1 subspecies/strain","unclassified Ateline alphaherpesvirus 1 strain","QCMD3_Q3",25509167
"KY490071.1",235397,8257,71,0.045488358,0.0118239,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Human betaherpesvirus 5","unclassified Human betaherpesvirus 5 subspecies/strain","unclassified Human betaherpesvirus 5 strain","QCMD3_Q3",25509167
"KY523072.1",6125,414,3,0.0692887,0.0192008,"Pepper vein yellows virus 5 isolate Spain-Almeria 2-2013, complete genome",1965355,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Pepper vein yellows virus 5","unclassified Pepper vein yellows virus 5 subspecies/strain","unclassified Pepper vein yellows virus 5 strain","QCMD3_Q3",25509167
"KY549446.1",137712,797,0,0.103080794,0,"Bovine alphaherpesvirus 5 strain ISO 97/45, complete genome",35244,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bovine alphaherpesvirus 5","unclassified Bovine alphaherpesvirus 5 subspecies/strain","unclassified Bovine alphaherpesvirus 5 strain","QCMD3_Q3",25509167
"KY581736.1",4872,696,13,0.41338417,0.104602,"Gorilla bocaparvovirus 2 isolate GBOV2/GAB1, partial genome",1986196,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 2","Gorilla bocaparvovirus 2","Gorilla bocaparvovirus 2","QCMD3_Q3",25509167
"KY628971.1",155462,251,0,0.005517925,0,"Macacine alphaherpesvirus 1 isolate 12930, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","QCMD3_Q3",25509167
"KY965444.1",167212,186,2,0.0019992578,0.000468885,"Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota, complete genome",2022783,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota","unclassified Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota subspecies/strain","unclassified Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota strain","QCMD3_Q3",25509167
"L23427.1",5075,2046,19,0.61177665,0.146765,"Porcine parvovirus (NADL-2) DNA fragment encoding PT4 and PT40",10796,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Ungulate protoparvovirus 1","Porcine parvovirus","Porcine parvovirus","QCMD3_Q3",25509167
"LC075584.1",144636,203,0,0.019385962,0,"Equid alphaherpesvirus 4 DNA, complete genome, strain: 01-10-1",10331,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Equid alphaherpesvirus 4","unclassified Equid alphaherpesvirus 4 subspecies/strain","unclassified Equid alphaherpesvirus 4 strain","QCMD3_Q3",25509167
"LR027540.1",7398,522,7,0.13714129,0.0370926,"Coxsackievirus A7 isolate CV-A7|37183|TKM|2010 genome assembly, complete genome: monopartite",42787,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A","Coxsackievirus A7","Coxsackievirus A7","QCMD3_Q3",25509167
"LT594108.1",151216,542,3,0.005831888,0.000777727,"Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite",10298,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 1","unclassified Human alphaherpesvirus 1 subspecies/strain","unclassified Human alphaherpesvirus 1 strain","QCMD3_Q3",25509167
"LT797627.1",138912,7855,64,0.06727346,0.0180611,"Human herpesvirus 2 isolate 1 genome assembly, complete genome: monopartite",10310,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 2","unclassified Human alphaherpesvirus 2 subspecies/strain","unclassified Human alphaherpesvirus 2 strain","QCMD3_Q3",25509167
"M22820.1",4901,408,17,0.4784256,0.135978,"Snyder-Theilen feline sarcoma virus genomic sequence, sequence",11780,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Snyder-Theilen feline sarcoma virus","unclassified Snyder-Theilen feline sarcoma virus subspecies/strain","unclassified Snyder-Theilen feline sarcoma virus strain","QCMD3_Q3",25509167
"MF001304.1",204055,1456,4,0.05198009,0.000768452,"Murmansk poxvirus strain LEIV-11411, complete genome",2025359,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Centapoxvirus","Murmansk microtuspox virus","Murmansk poxvirus","Murmansk poxvirus","QCMD3_Q3",25509167
"MF327535.1",7676,138,0,0.5914164,0,"Ailuropoda melanoleuca papillomavirus 1 strain gpam001, complete genome",2016454,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Omegapapillomavirus","Omegapapillomavirus 1","Ailuropoda melanoleuca papillomavirus 1","Ailuropoda melanoleuca papillomavirus 1","QCMD3_Q3",25509167
"MF898328.1",125095,196,0,0.33235425,0,"Human alphaherpesvirus 3 strain Baike, complete genome",10335,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Human alphaherpesvirus 3","unclassified Human alphaherpesvirus 3 subspecies/strain","unclassified Human alphaherpesvirus 3 strain","QCMD3_Q3",25509167
"MG148335.1",43721,173,0,0.01009846,0,"Fowl aviadenovirus 4 isolate CH/AHMC/2015, complete genome",130663,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Fowl aviadenovirus C","Fowl aviadenovirus 4","Fowl aviadenovirus 4","QCMD3_Q3",25509167
"MG212485.1",7395,587,15,0.2968944,0.0795164,"Enterovirus A isolate 13688, complete genome",138948,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A","unclassified Enterovirus A subspecies/strain","unclassified Enterovirus A strain","QCMD3_Q3",25509167
"MG543471.1",3999,698,7,0.26136658,0.0686199,"Porcine parvovirus 7 isolate GX49, complete genome",1820046,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Chaphamaparvovirus","Ungulate chaphamaparvovirus 1","Porcine parvovirus 7","Porcine parvovirus 7","QCMD3_Q3",25509167
"MG712775.1",44454,156,0,0.3814554,0,"Fowl adenovirus 8b isolate SD1356, complete genome",586029,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Fowl aviadenovirus E","Fowl adenovirus 8b","Fowl adenovirus 8b","QCMD3_Q3",25509167
"MG972981.1",5759,875,1441,33.166695,9.80891,"Ungulate copiparvovirus 1 strain QQHE16, complete genome",1511889,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 1","unclassified Ungulate copiparvovirus 1 subspecies/strain","unclassified Ungulate copiparvovirus 1 strain","QCMD3_Q3",25509167
"MH036942.1",138199,705,0,0.048106108,0,"Cervid alphaherpesvirus 1 strain Anlier, complete genome",79891,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Cervid alphaherpesvirus 1","unclassified Cervid alphaherpesvirus 1 subspecies/strain","unclassified Cervid alphaherpesvirus 1 strain","QCMD3_Q3",25509167
"MH036943.1",142633,1475,242,0.47336173,0.0665119,"Cervid alphaherpesvirus 2 strain Norway, complete genome",365327,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Cervid alphaherpesvirus 2","unclassified Cervid alphaherpesvirus 2 subspecies/strain","unclassified Cervid alphaherpesvirus 2 strain","QCMD3_Q3",25509167
"MH698402.1",162076,4478,737,0.62119734,0.178259,"Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome",32604,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6B","unclassified Human betaherpesvirus 6B subspecies/strain","unclassified Human betaherpesvirus 6B strain","QCMD3_Q3",25509167
"MN205539.1",137429,703,2242,2.1118453,0.63953,"UNVERIFIED: Human gammaherpesvirus 8 strain BCBL-1, complete genome",37296,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Human gammaherpesvirus 8","unclassified Human gammaherpesvirus 8 subspecies/strain","unclassified Human gammaherpesvirus 8 strain","QCMD3_Q3",25509167
"MN240300.1",210797,63560,6205,11.229863,1.15393,"Alaskapox virus isolate Alaska_2015, complete genome",2602439,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Alaskapox virus","unclassified Alaskapox virus subspecies/strain","unclassified Alaskapox virus strain","QCMD3_Q3",25509167
"NC_001664.4",159378,900,444,0.35997438,0.109209,"Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102",32603,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6A","unclassified Human betaherpesvirus 6A subspecies/strain","unclassified Human betaherpesvirus 6A strain","QCMD3_Q3",25509167
"NC_001716.2",153080,2386,110,0.06877003,0.0281694,"Human herpesvirus 7, complete genome",10372,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 7","unclassified Human betaherpesvirus 7 subspecies/strain","unclassified Human betaherpesvirus 7 strain","QCMD3_Q3",25509167
"NC_001987.1",108409,373,54,0.1012387,0.0195268,"Ateline herpesvirus 3 complete genome",85618,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Ateline gammaherpesvirus 3","unclassified Ateline gammaherpesvirus 3 subspecies/strain","unclassified Ateline gammaherpesvirus 3 strain","QCMD3_Q3",25509167
"NC_002665.1",108873,1533,319,0.4296239,0.114861,"Bovine herpesvirus 4 long unique region, complete sequence",10385,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Bovine gammaherpesvirus 4","unclassified Bovine gammaherpesvirus 4 subspecies/strain","unclassified Bovine gammaherpesvirus 4 strain","QCMD3_Q3",25509167
"NC_006151.1",143461,680,8,0.07185073,0.00218605,"Suid herpesvirus 1, complete genome",10345,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Suid alphaherpesvirus 1","unclassified Suid alphaherpesvirus 1 subspecies/strain","unclassified Suid alphaherpesvirus 1 strain","QCMD3_Q3",25509167
"NC_006560.1",150715,1514,6,0.32651678,0.00156062,"Cercopithecine herpesvirus 2, complete genome",10317,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Cercopithecine alphaherpesvirus 2","unclassified Cercopithecine alphaherpesvirus 2 subspecies/strain","unclassified Cercopithecine alphaherpesvirus 2 strain","QCMD3_Q3",25509167
"NC_007653.1",156487,1417,15,0.18172282,0.00375765,"Papiine herpesvirus 2, complete genome",340907,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Papiine alphaherpesvirus 2","unclassified Papiine alphaherpesvirus 2 subspecies/strain","unclassified Papiine alphaherpesvirus 2 strain","QCMD3_Q3",25509167
"NC_009334.1",172764,677,160,0.15482521,0.0363053,"Human herpesvirus 4, complete genome",12509,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Lymphocryptovirus","Human gammaherpesvirus 4","Human herpesvirus 4 type 2","Human herpesvirus 4 type 2","QCMD3_Q3",25509167
"NC_012783.2",226205,187,0,0.019256376,0,"Cercopithecine herpesvirus 5 strain 2715, complete genome",50292,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Cercopithecine betaherpesvirus 5","unclassified Cercopithecine betaherpesvirus 5 subspecies/strain","unclassified Cercopithecine betaherpesvirus 5 strain","QCMD3_Q3",25509167
"NC_014567.1",156742,436,0,0.11606596,0,"Saimiriine herpesvirus 1, complete genome",10353,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Saimiriine alphaherpesvirus 1","unclassified Saimiriine alphaherpesvirus 1 subspecies/strain","unclassified Saimiriine alphaherpesvirus 1 strain","QCMD3_Q3",25509167
"NC_015960.1",175699,928,0,0.036747575,0,"Yoka poxvirus, complete genome",1076255,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Centapoxvirus","Yokapox virus","unclassified Yokapox virus subspecies/strain","unclassified Yokapox virus strain","QCMD3_Q3",25509167
"NC_016447.1",219474,129,5,0.048052195,0.000893081,"Aotine herpesvirus 1 strain S34E, complete genome",50290,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Aotine betaherpesvirus 1","unclassified Aotine betaherpesvirus 1 subspecies/strain","unclassified Aotine betaherpesvirus 1 strain","QCMD3_Q3",25509167
"NC_016448.1",196691,168,0,0.0043655015,0,"Saimiriine herpesvirus 4 strain SqSHV, complete genome",1535247,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Saimiriine betaherpesvirus 4","unclassified Saimiriine betaherpesvirus 4 subspecies/strain","unclassified Saimiriine betaherpesvirus 4 strain","QCMD3_Q3",25509167
"NC_023677.1",153158,910,2,0.40063265,0.00051191,"Chimpanzee alpha-1 herpesvirus strain 105640, complete genome",332937,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Panine alphaherpesvirus 3","Chimpanzee herpesvirus strain 105640","Chimpanzee herpesvirus strain 105640","QCMD3_Q3",25509167
