accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
LS480640.1	155503	275	0	0.012867469	0	Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain	B5	3607406
MF678601.1	144144	153	0	0.0022639832	0	Beluga whale alphaherpesvirus 1 strain LN3131-1	1434720	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Monodontid alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	B5	3607406
MG989243.1	134617	315	0	0.02329196	0	Caprine alphaherpesvirus 1 strain JSHA1405	39944	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Caprine alphaherpesvirus 1	unclassified Caprine alphaherpesvirus 1 subspecies/strain	unclassified Caprine alphaherpesvirus 1 strain	B5	3607406
NC_001781.1	15225	4587	38	0.3806302	0.530598	Human orthopneumovirus Subgroup B, complete genome	11250	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	Orthopneumovirus	Human orthopneumovirus	unclassified Human orthopneumovirus subspecies/strain	unclassified Human orthopneumovirus strain	B1	4703928
AM749299.1	33763	1392	10	0.043495078	0.0629649	Human adenovirus type 31 complete genome, serotype 31	10529	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 31	Human adenovirus 31	B1	4703928
AC_000017.1	36001	368	4	0.017684305	0.0236203	Human adenovirus type 1, complete genome	10533	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 1	Human adenovirus 1	B1	4703928
AC_000007.1	35937	764	22	0.08701484	0.130143	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	B1	4703928
NC_026438.1	10878	150	1	0.013982103	0.019543	influenza A H1N1 all segments	641809	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/California/07/2009(H1N1))	Influenza A virus (A/California/07/2009(H1N1))	B1	4703928
AB017613.1	3818	2341	90	3.4874592	5.01125	Torque teno virus 16 DNA, complete genome, isolate: TUS01	687355	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 16	unclassified Torque teno virus 16 subspecies/strain	unclassified Torque teno virus 16 strain	B1	4703928
AB025946.2	3808	265	6	0.28512847	0.334961	Torque teno virus 19 DNA, complete genome, isolate: TTV SANBAN	687358	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 19	unclassified Torque teno virus 19 subspecies/strain	unclassified Torque teno virus 19 strain	B1	4703928
AB028668.1	3787	229	10	0.40940335	0.561363	Torque teno virus 15 DNA, complete genome, isolate: TJN01	687354	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 15	unclassified Torque teno virus 15 subspecies/strain	unclassified Torque teno virus 15 strain	B1	4703928
AB060597.1	3246	647	45	1.8129845	2.94716	Torque teno virus 24 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-01	687363	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 24	unclassified Torque teno virus 24 subspecies/strain	unclassified Torque teno virus 24 strain	B1	4703928
AB111966.1	9060	150	1	0.016835017	0.0234645	Bovine viral diarrhea virus 190cp gene for poryprotein, partai cds, strain: 190cp	233888	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 190cp	Bovine viral diarrhea virus 190cp	B1	4703928
AB362840.1	7246	3376	600	12.492108	17.6032	Orthohepevirus A genomic RNA, complete genome, isolate: 114d/A549	1678143	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Paslahepevirus balayani	unclassified Paslahepevirus balayani subspecies/strain	unclassified Paslahepevirus balayani strain	B1	4703928
AB522397.2	7461	281	2	0.038435236	0.0569865	Sapovirus D1737-A/Jun2008/JPN genomic RNA, complete genome	674093	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus D1737-A/Jun2008/JPN	Sapovirus D1737-A/Jun2008/JPN	B1	4703928
AC090446.27	170275	304	10	0.022260103	0.012485	Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces	153301	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Papiine betaherpesvirus 3	Baboon cytomegalovirus OCOM4-37	Baboon cytomegalovirus OCOM4-37	B1	4703928
AF033808.1	9392	452	48	0.71499676	1.08648	Rous sarcoma virus, complete genome	11886	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Rous sarcoma virus	unclassified Rous sarcoma virus subspecies/strain	unclassified Rous sarcoma virus strain	B1	4703928
AF033812.1	5894	175	3	0.07834262	0.108206	Abelson murine leukemia virus, complete genome	11788	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	unclassified Abelson murine leukemia virus subspecies/strain	unclassified Abelson murine leukemia virus strain	B1	4703928
AF052428.1	9396	168	4	0.05191434	0.0905016	Rous sarcoma virus strain Schmidt-Ruppin B, complete genome	269447	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Rous sarcoma virus	Rous sarcoma virus - Schmidt-Ruppin B	Rous sarcoma virus - Schmidt-Ruppin B	B1	4703928
AF261761.1	3736	149	1	0.05856107	0.0569026	Torque teno virus 7 isolate PMV, complete genome	687346	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 7	unclassified Torque teno virus 7 subspecies/strain	unclassified Torque teno virus 7 strain	B1	4703928
AF345523.1	3229	201	20	0.4475479	1.31674	Torque teno virus 5 isolate TCHN-C1 Orf2 and Orf1 genes, complete cds	687344	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 5	unclassified Torque teno virus 5 subspecies/strain	unclassified Torque teno virus 5 strain	B1	4703928
AF345526.1	3312	563	88	2.8115118	5.64848	Torque teno virus 13 isolate TCHN-A Orf2 and Orf1 genes, complete cds	687352	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 13	unclassified Torque teno virus 13 subspecies/strain	unclassified Torque teno virus 13 strain	B1	4703928
AF348409.1	3153	177	4	0.21245421	0.269697	Torque teno virus 21 isolate TCHN-B ORF2 and ORF1 genes, complete cds	687360	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 21	unclassified Torque teno virus 21 subspecies/strain	unclassified Torque teno virus 21 strain	B1	4703928
AF356697.1	8072	2063	24	0.43852562	0.632076	Porcine endogenous retrovirus class E clone P14.1, complete genome	168238	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Porcine type-C oncovirus	Porcine endogenous retrovirus E	Porcine endogenous retrovirus E	B1	4703928
AF457102.1	15600	150	1	0.009708738	0.0136275	HPIV-1 strain Washington/1964, complete genome	188538	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 1	Human parainfluenza virus 1 strain Washington/1964	Human parainfluenza virus 1 strain Washington/1964	B1	4703928
AF533012.1	15654	482	6	0.058049537	0.0814827	Human parainfluenza virus 2 strain GREER, complete genome	2560525	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthorubulavirus	Human orthorubulavirus 2	unclassified Human orthorubulavirus 2 subspecies/strain	unclassified Human orthorubulavirus 2 strain	B1	4703928
AJ238124.1	4302	799	13	0.507948	0.64241	Avian endogenous retrovirus EAV-HP, complete genome, specific host: Gallus gallus domesticus(Chicken,line N)	93465	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified Retroviridae genus	Avian endogenous retrovirus EAV-HP	unclassified Avian endogenous retrovirus EAV-HP subspecies/strain	unclassified Avian endogenous retrovirus EAV-HP strain	B1	4703928
AJ249939.1	7490	1915	18	0.34877384	0.510893	Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA	248942	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Bristol/1998/UK	Sapovirus Hu/Bristol/1998/UK	B1	4703928
AX174942.1	3847	2211	142	5.83987	7.84703	Sequence 1 from Patent WO0142299	687361	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 22	unclassified Torque teno virus 22 subspecies/strain	unclassified Torque teno virus 22 strain	B1	4703928
AY037928.1	9472	9040	1765	26.259602	39.6134	Human endogenous retrovirus K113 complete genome	166122	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified Retroviridae genus	Human endogenous retrovirus K	Human endogenous retrovirus K113	Human endogenous retrovirus K113	B1	4703928
AY646853.2	7429	300	3	0.0601731	0.085848	Sapovirus NongKhai-50/Thailand, complete genome	300714	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-50/Thailand	Sapovirus NongKhai-50/Thailand	B1	4703928
AY646854.2	7429	150	1	0.020607226	0.028616	Sapovirus Chanthaburi-74/Thailand, complete genome	300715	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Chanthaburi-74/Thailand	Sapovirus Chanthaburi-74/Thailand	B1	4703928
AY646856.2	7500	2032	19	0.3782313	0.538557	Sapovirus NongKhai-24/Thailand, complete genome	300717	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-24/Thailand	Sapovirus NongKhai-24/Thailand	B1	4703928
AY666122.2	3748	495	36	2.1014452	2.04194	Torque teno virus 3 strain HEL32, complete genome	687342	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 3	unclassified Torque teno virus 3 subspecies/strain	unclassified Torque teno virus 3 strain	B1	4703928
CY159455.1	2316	150	1	0.06925208	0.0917911	Influenza A virus (A/swine/Colorado/02875/2009(H1N2)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds	1425880	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	B1	4703928
DQ473488.1	7214	153	3	0.059881087	0.0884066	Rhinovirus B48, complete genome	147679	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	Rhinovirus B48	Rhinovirus B48	B1	4703928
FJ025904.1	37860	112	0	0.029223017	0	Simian adenovirus 31.2, complete genome	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	B1	4703928
FJ445168.1	7221	4153	478	10.163768	14.0725	Human rhinovirus 91 strain ATCC VR-1292, complete genome	167325	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B91	rhinovirus B91	B1	4703928
FJ544577.2	8183	803	6	0.114154115	0.155876	Mus musculus mobilized endogenous polytropic provirus clone 15 truncated gag-pol polyprotein (gag) and envelope protein (env) genes, complete cds	590745	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Mus musculus mobilized endogenous polytropic provirus	unclassified Mus musculus mobilized endogenous polytropic provirus subspecies/strain	unclassified Mus musculus mobilized endogenous polytropic provirus strain	B1	4703928
FJ654700.1	10862	10856	8208	115.97563	160.645	Yellow fever virus 17D/Tiantan, complete genome	617102	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Yellow fever virus	Yellow fever virus 17D/Tiantan	Yellow fever virus 17D/Tiantan	B1	4703928
FN824512.2	45480	168	0	0.17425546	0	Pigeon adenovirus 1 complete genome, strain IDA4	764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	Pigeon adenovirus 1	Pigeon adenovirus 1	B1	4703928
FR872816.1	8562	448	3	0.053257253	0.0744878	XMRV complete proviral genome, isolate S-162	438045	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	Xenotropic MuLV-related virus	Xenotropic MuLV-related virus	B1	4703928
GU117630.1	7388	169	4	0.08289583	0.115099	Human papillomavirus type 130, complete genome	909329	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus 130	Human papillomavirus 130	B1	4703928
HG421739.1	7228	364	5	0.105962135	0.147059	Human papillomavirus type 179 complete genome, isolate SIBX16	1472342	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	Human papillomavirus 179	Human papillomavirus 179	B1	4703928
J02400.1	5243	175	2	0.056744553	0.0810941	Simian virus 40 complete genome	1891767	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus macacae	unclassified Betapolyomavirus macacae subspecies/strain	unclassified Betapolyomavirus macacae strain	B1	4703928
JX134044.1	2912	147	1	0.053222302	0.0730042	TTV-like mini virus isolate TTMV_LY1, complete genome	93678	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus	unclassified TTV-like mini virus subspecies/strain	unclassified TTV-like mini virus strain	B1	4703928
KF703446.1	127320	181	0	0.005535897	0	Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome	111469	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Macacine gammaherpesvirus 8	Retroperitoneal fibromatosis-associated herpesvirus	Retroperitoneal fibromatosis-associated herpesvirus	B1	4703928
KJ541759.1	33452	182	4	0.036844634	0.0254201	Ball python nidovirus strain 07-53, complete genome	1986118	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Ball python nidovirus 1	unclassified Ball python nidovirus 1 subspecies/strain	unclassified Ball python nidovirus 1 strain	B1	4703928
KM972720.1	4467	106	0	0.015520037	0	Tete virus strain SaAn 3518 glycoprotein precursor, gene, complete cds	35319	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	unclassified Tete orthobunyavirus subspecies/strain	unclassified Tete orthobunyavirus strain	B1	4703928
KP087798.1	8275	140	1	0.01723077	0.0256904	Murine leukemia virus NZW-1 gag-pol polyprotein and env polyprotein genes, complete cds	1615765	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus NZW-1	Murine leukemia virus NZW-1	B1	4703928
KP298674.1	7429	3927	56	1.1077071	1.6025	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome	1652048	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR	B1	4703928
KU324802.1	8203	150	1	0.018626599	0.0259159	Murine leukemia virus CasE 1, complete genome	458105	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus CasE#1	Murine leukemia virus CasE#1	B1	4703928
KU351741.1	137448	226	2	0.017167037	0.00309336	Macaca nemestrina herpesvirus 7, complete genome	1846169	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Macacine betaherpesvirus 9	Macaca nemestrina herpesvirus 7	Macaca nemestrina herpesvirus 7	B1	4703928
KU936049.1	137452	1750	3	0.34395713	0.00463991	Bubaline alphaherpesvirus 1 strain b6, complete genome	202910	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bubaline alphaherpesvirus 1	unclassified Bubaline alphaherpesvirus 1 subspecies/strain	unclassified Bubaline alphaherpesvirus 1 strain	B1	4703928
KX185904.1	2193	145	1	0.04454234	0.0969395	Influenza A virus (A/yellow-billed pintail/Chile/C1267/2015(H5N3)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds	1844628	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/yellow-billed pintail/Chile/C1267/2015(H5N3))	Influenza A virus (A/yellow-billed pintail/Chile/C1267/2015(H5N3))	B1	4703928
KY040274.1	192183	174	0	0.0038795415	0	Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome	10281	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 2	Molluscum contagiosum virus subtype 2	B1	4703928
KY040275.1	188253	518	1	0.022902345	0.00112927	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1	B1	4703928
KY215944.1	135301	806	26	0.21455261	0.0408518	Bovine alphaherpesvirus 1 isolate 216 II, complete genome	10320	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 1	unclassified Bovine alphaherpesvirus 1 subspecies/strain	unclassified Bovine alphaherpesvirus 1 strain	B1	4703928
KY385637.1	147346	216	0	0.0028601321	0	Ateline alphaherpesvirus 1 isolate Lennette, complete genome	35243	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Ateline alphaherpesvirus 1	unclassified Ateline alphaherpesvirus 1 subspecies/strain	unclassified Ateline alphaherpesvirus 1 strain	B1	4703928
KY484771.1	8673	188	2	0.040478706	0.049023	Porcine endogenous retrovirus A gag-pol polyprotein and env protein genes, complete cds	194958	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Porcine type-C oncovirus	Porcine endogenous retrovirus A	Porcine endogenous retrovirus A	B1	4703928
KY490071.1	235397	168184	5919	3.7473593	5.34548	Human betaherpesvirus 5 strain HANChild1, complete genome	10359	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5	unclassified Human betaherpesvirus 5 subspecies/strain	unclassified Human betaherpesvirus 5 strain	B1	4703928
KY549446.1	137712	513	0	0.024665242	0	Bovine alphaherpesvirus 5 strain ISO 97/45, complete genome	35244	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 5	unclassified Bovine alphaherpesvirus 5 subspecies/strain	unclassified Bovine alphaherpesvirus 5 strain	B1	4703928
KY574504.1	8275	258	1	0.022523077	0.0256904	Murine leukemia virus isolate AKR13, complete genome	11786	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	unclassified Murine leukemia virus subspecies/strain	unclassified Murine leukemia virus strain	B1	4703928
KY612442.1	7735	394	7	0.14686882	0.192388	Avian leukosis virus isolate 2015012, complete genome	11864	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Avian leukosis virus	unclassified Avian leukosis virus subspecies/strain	unclassified Avian leukosis virus strain	B1	4703928
LC075584.1	144636	153	0	0.0025400384	0	Equid alphaherpesvirus 4 DNA, complete genome, strain: 01-10-1	10331	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 4	unclassified Equid alphaherpesvirus 4 subspecies/strain	unclassified Equid alphaherpesvirus 4 strain	B1	4703928
LN827554.1	165750	687	8	0.006286232	0.0102607	Human herpesvirus 4 genome assembly AFB1b, segment : I	10376	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	unclassified Human gammaherpesvirus 4 subspecies/strain	unclassified Human gammaherpesvirus 4 strain	B1	4703928
LT594108.1	151216	3718	24	0.026782995	0.0337406	Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite	10298	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	unclassified Human alphaherpesvirus 1 subspecies/strain	unclassified Human alphaherpesvirus 1 strain	B1	4703928
M22820.1	4901	284	6	0.16859609	0.260259	Snyder-Theilen feline sarcoma virus genomic sequence, sequence	11780	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Snyder-Theilen feline sarcoma virus	unclassified Snyder-Theilen feline sarcoma virus subspecies/strain	unclassified Snyder-Theilen feline sarcoma virus strain	B1	4703928
M37980.1	7286	372	2	0.0584361	0.0583553	Avian leukosis virus - RSA, complete genome	363745	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Avian leukosis virus	Avian leukosis virus - RSA	Avian leukosis virus - RSA	B1	4703928
MF898328.1	125095	169	0	0.38370484	0	Human alphaherpesvirus 3 strain Baike, complete genome	10335	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Human alphaherpesvirus 3	unclassified Human alphaherpesvirus 3 subspecies/strain	unclassified Human alphaherpesvirus 3 strain	B1	4703928
MG012446.1	7398	1636	20	0.4057671	0.574718	Sapovirus GII.4 strain Hu/PE/2016/GII.4/Lima1873 ORF1 polyprotein and ORF2 protein genes, complete cds	1697442	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.4	Sapovirus GII.4	B1	4703928
MH036942.1	138199	608	2	0.059449904	0.00307655	Cervid alphaherpesvirus 1 strain Anlier, complete genome	79891	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Cervid alphaherpesvirus 1	unclassified Cervid alphaherpesvirus 1 subspecies/strain	unclassified Cervid alphaherpesvirus 1 strain	B1	4703928
MH036943.1	142633	386	0	0.02397479	0	Cervid alphaherpesvirus 2 strain Norway, complete genome	365327	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Cervid alphaherpesvirus 2	unclassified Cervid alphaherpesvirus 2 subspecies/strain	unclassified Cervid alphaherpesvirus 2 strain	B1	4703928
MH698402.1	162076	1459	505	0.44792682	0.662387	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain	B1	4703928
MK089849.1	7251	658	186	2.7304604	5.45324	Orthohepevirus A isolate 14-16753, complete genome	1678143	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Paslahepevirus balayani	unclassified Paslahepevirus balayani subspecies/strain	unclassified Paslahepevirus balayani strain	B1	4703928
MN205539.1	137429	156	1	0.001573438	0.0015469	UNVERIFIED: Human gammaherpesvirus 8 strain BCBL-1, complete genome	37296	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Human gammaherpesvirus 8	unclassified Human gammaherpesvirus 8 subspecies/strain	unclassified Human gammaherpesvirus 8 strain	B1	4703928
MN244297.1	221153	112	0	0.014977172	0	Akhmeta virus strain A39, complete genome	2200830	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Akhmeta virus	unclassified Akhmeta virus subspecies/strain	unclassified Akhmeta virus strain	B1	4703928
NC_001664.4	159378	709	362	0.29340944	0.482858	Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102	32603	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6A	unclassified Human betaherpesvirus 6A subspecies/strain	unclassified Human betaherpesvirus 6A strain	B1	4703928
NC_001716.2	153080	1359	22	0.012567841	0.0305523	Human herpesvirus 7, complete genome	10372	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 7	unclassified Human betaherpesvirus 7 subspecies/strain	unclassified Human betaherpesvirus 7 strain	B1	4703928
NC_001987.1	108409	153	0	0.0015333599	0	Ateline herpesvirus 3 complete genome	85618	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Ateline gammaherpesvirus 3	unclassified Ateline gammaherpesvirus 3 subspecies/strain	unclassified Ateline gammaherpesvirus 3 strain	B1	4703928
NC_002665.1	108873	266	14	0.018496547	0.0273368	Bovine herpesvirus 4 long unique region, complete sequence	10385	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Bovine gammaherpesvirus 4	unclassified Bovine gammaherpesvirus 4 subspecies/strain	unclassified Bovine gammaherpesvirus 4 strain	B1	4703928
NC_006151.1	143461	138	0	0.024254942	0	Suid herpesvirus 1, complete genome	10345	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Suid alphaherpesvirus 1	unclassified Suid alphaherpesvirus 1 subspecies/strain	unclassified Suid alphaherpesvirus 1 strain	B1	4703928
NC_006560.1	150715	627	0	0.08006509	0	Cercopithecine herpesvirus 2, complete genome	10317	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Cercopithecine alphaherpesvirus 2	unclassified Cercopithecine alphaherpesvirus 2 subspecies/strain	unclassified Cercopithecine alphaherpesvirus 2 strain	B1	4703928
NC_007653.1	156487	699	2	0.03821232	0.00271701	Papiine herpesvirus 2, complete genome	340907	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Papiine alphaherpesvirus 2	unclassified Papiine alphaherpesvirus 2 subspecies/strain	unclassified Papiine alphaherpesvirus 2 strain	B1	4703928
